location,location_normalized,username,date,rating,text,text_en,business_response,source,filename
"Ryumochnaya ""Paradnaya""",Ryumochnaya Paradnaya,Виктория Тарасенко,2022-11-02,5,"Very beautiful, cozy, stylish, modern",,,Google Maps,google-ryumochnaya.html
"Ryumochnaya ""Paradnaya""",Ryumochnaya Paradnaya,Даниил Пермь,2023-11-02,5,"Cool, stylish, alcoholic",,,Google Maps,google-ryumochnaya.html
"25 Октября, 43 · улица Краснова, 8",Or Avner Khabad,Polina IV,2024-08-02,1,"Посмотрела фильм Хабад - обыкновенный фашизм. Если эти сверх люди думаю о других, что их души из рвоты и 💩 пусть катятся на свою великую землю. Пермяки, вы почему молчите?!!!! Давно пора обыск провести в этой помойке, закрыть и запретить это по всей России.",,,2GIS,2gis-khabar.html
"25 Октября, 43 · улица Краснова, 8",Or Avner Khabad,IL NUR,2024-08-01,1,! ?!?!?!?!?!?!!!,,,2GIS,2gis-khabar.html
"25 Октября, 43 · улица Краснова, 8",Or Avner Khabad,An Bor,2023-05-06,1,Секта сект,,,2GIS,2gis-khabar.html
CDEK,CDEK,Алексей Третьяков,2021-11-02,1,"A damaged shipment was delivered, and even though it was insured for full value, they refused to cover the damage, citing the fact that it wasn't wrapped in bubble wrap. They don't care that the bubble wrap wouldn't have protected the …",,,Google Maps,google-cdek.html
CDEK,CDEK,vadim4831,2023-11-02,1,"Today I went to pick up my parcel at the Perm pickup point, Yekaterininskaya 116, and found a HERD! This has never happened before; everything is always fast and efficient. I pay 400 rubles for delivery instead of 300 precisely so there …",,,Google Maps,google-cdek.html
CDEK,CDEK,Елена Галинова,a year ago,5,"The best point, polite girls and fast service. Thank you",,,Google Maps,google-cdek.html
CDEK,CDEK,ЛСР Пермь,a year ago,5,"Вежливый персонал, быстрое обслуживание",,,Google Maps,google-cdek.html
Vrmuse,CDEK,Максим Карташёв,2024-10-09,5,Помогли починить очки. Посоветовали хорошее крепление. Дали другие хорошие советы. Взяли недорого. Хороший сервис. Мастер Коля. Все хорошо. Спасибо!,,,2GIS,2gis-vrmuse.html
Pokeramen,PokeRamen,Людмила А,2025-10-31,5,"Отличное место, люблю сюда ходить и заказывать здесь еду. Если том ям то только здесь, самый вкусный в городе.",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-27,5,"Все очень вкусно, хороший, милый и очень горячий официант 🥵.",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-26,5,Скорость обслуживания .,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-25,5,Большое спасибо за обслуживание и вкусный обед!,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-25,5,Вы просто солнышко ☀️ .,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-24,5,Спасибо Адилю ❤️.,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-24,5,"Затрудняюсь ответить, т.к. была впервые))) Но всё очень хорошо. Спасибо)))",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-22,5,"Отзывчивость, официант всегда приходил в самый нужный момент .",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-22,5,Спасибо за хороший сервис и вкусную еду. 😋,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-21,5,"Все очень вкусно, обслуживание быстрое и комфортное, девочки умнички",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-21,5,"Все очень вкусно,обслуживание на высоте .",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-20,5,"Приятное общение, быстрое обслуживание!",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-17,5,Обаяние и желание помочь.,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-17,5,"Скорость подачи блюд, внимательность персонала.",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Анастасия Златина,2025-10-17,5,Ну это место должен знать каждый 🫶🏻,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-17,5,Рекомендации егора супер!,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-17,5,Все ребята работают дружно!,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-16,5,Милый мальчик! Всё хорошо.,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-14,5,Как всегда всё и все отлично!,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-14,5,"Быстрая работа, клиентоооринтированность и в целом очень приятная девушка. Ей определенно нужна премия, как и всему чудесному персоналу!!!",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Ангелина Махотина,2025-10-13,5,"Это просто шикарно😍 Интерьер, еда, персонал🥰",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-13,5,"Приятный персонал , вкусная еда",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-13,5,Атмосфера. Вкусная еда. Приятное обслуживание.,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-13,5,мамаа роди меня червем.,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-12,5,Катя мать лучше всех :),,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-12,5,"Спасибо за обслуживание, вы очень милая",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-12,5,Было вкусно.,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-11,5,"вы очень милая и приятная,очень вкусно вкусно,спасибо❤️❤️❤️ и еще очень красивая,макияж бомба❤️❤️🫶🏻",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-11,3,"Принесли десерт раньше основного блюда.
Забыли принести воды и кружку ребенку.
Хотелось бы в детском меню заменять пюре на картошку фри",,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-11,5,Абсолютно все .,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-11,5,Спасибо.,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-10,5,Надежда.,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-10,5,Рамен с кинзой = Армен .,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-09,5,Обстановка.,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-06,5,Огурцы мои огурцы 🥒.,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-04,5,очень вкусно ваще эщкере официант красава .,,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-04,5,Очень хорошее обслуживание),,,2GIS,2gis-poke.html
Pokeramen,PokeRamen,Гость от «нетмонет»,2025-10-04,5,"Атмосфера, приятно было посидеть, будем приходить ещё",,,2GIS,2gis-poke.html
